name,osm_id,county,distance_miles,highway_type,surface,difficulty,ref,num_coordinates
Trail 663365344,663365344,Unknown,0.003,footway,unknown,unknown,,2
Trail 663365349,663365349,Unknown,0.003,footway,unknown,unknown,,3
Trail 676716966,676716966,Unknown,0.003,footway,unknown,unknown,,2
Trail 676719108,676719108,Unknown,0.003,footway,unknown,unknown,,2
Trail 678620663,678620663,Unknown,0.003,footway,unknown,unknown,,3
Trail 680908393,680908393,Unknown,0.003,footway,paving_stones,unknown,,2
Trail 680912976,680912976,Unknown,0.003,footway,concrete,unknown,,2
Trail 680912985,680912985,Unknown,0.003,footway,concrete,unknown,,2
Trail 680918723,680918723,Unknown,0.003,footway,asphalt,mountain_hiking,,2
Trail 680918729,680918729,Unknown,0.003,footway,asphalt,unknown,,2
Trail 688795660,688795660,Unknown,0.003,footway,unknown,unknown,,2
Trail 693929985,693929985,Unknown,0.003,path,unknown,unknown,,2
Trail 693929986,693929986,Unknown,0.003,path,unknown,unknown,,2
Trail 693929987,693929987,Unknown,0.003,path,unknown,unknown,,2
Trail 693929992,693929992,Unknown,0.003,path,unknown,unknown,,2
Mountains-to-Sea Trail,697612045,Unknown,0.003,path,wood,mountain_hiking,,2
Trail 721050899,721050899,Unknown,0.003,footway,concrete,unknown,,2
Trail 721055571,721055571,Unknown,0.003,footway,dirt,unknown,,2
Trail 724563712,724563712,Unknown,0.003,footway,asphalt,unknown,,2
Bearwallow Falls Trail,725732010,Unknown,0.003,path,wood,mountain_hiking,,2
Trail 725985065,725985065,Unknown,0.003,footway,unknown,unknown,,2
Trail 726024281,726024281,Unknown,0.003,footway,asphalt,unknown,,3
Trail 726024283,726024283,Unknown,0.003,footway,brick,unknown,,2
Trail 726967906,726967906,Unknown,0.003,footway,asphalt,unknown,,5
Trail 728881664,728881664,Unknown,0.003,footway,unknown,unknown,,2
Trail 728881665,728881665,Unknown,0.003,footway,unknown,unknown,,2
Trail 728881666,728881666,Unknown,0.003,footway,unknown,unknown,,2
Trail 728881667,728881667,Unknown,0.003,footway,unknown,unknown,,2
Trail 728881687,728881687,Unknown,0.003,footway,unknown,unknown,,2
Trail 744931495,744931495,Unknown,0.003,footway,concrete,unknown,,3
Trail 744944436,744944436,Unknown,0.003,footway,unknown,unknown,,3
Trail 745045632,745045632,Unknown,0.003,footway,unknown,unknown,,2
Trail 780230739,780230739,Unknown,0.003,footway,unknown,unknown,,2
Trail 780230740,780230740,Unknown,0.003,footway,unknown,unknown,,2
Trail 780230741,780230741,Unknown,0.003,footway,unknown,unknown,,2
Trail 795987732,795987732,Unknown,0.003,path,unknown,unknown,,2
Trail 798167714,798167714,Unknown,0.003,footway,unknown,unknown,,2
Trail 798179411,798179411,Unknown,0.003,footway,unknown,unknown,,2
Trail 798179436,798179436,Unknown,0.003,footway,concrete,unknown,,2
Trail 798182972,798182972,Unknown,0.003,footway,unknown,unknown,,2
Trail 798524386,798524386,Unknown,0.003,footway,concrete,unknown,,2
Trail 803795323,803795323,Unknown,0.003,footway,concrete,unknown,,2
Buckhorn Gap,816523700,Unknown,0.003,path,ground,unknown,103,2
Buckhorn Gap,816523702,Unknown,0.003,path,ground,unknown,103,2
Trail 823882175,823882175,Unknown,0.003,footway,paved,unknown,,2
Trail 827504564,827504564,Unknown,0.003,footway,concrete,unknown,,2
Trail 827504567,827504567,Unknown,0.003,footway,concrete,unknown,,2
Trail 827507430,827507430,Unknown,0.003,footway,concrete,unknown,,2
Trail 827510879,827510879,Unknown,0.003,footway,concrete,unknown,,3
Trail 827510886,827510886,Unknown,0.003,footway,concrete,unknown,,3
Trail 831335006,831335006,Unknown,0.003,footway,concrete,unknown,,2
Trail 831335019,831335019,Unknown,0.003,footway,asphalt,unknown,,2
Trail 831355929,831355929,Unknown,0.003,footway,concrete,unknown,,2
Trail 831355935,831355935,Unknown,0.003,footway,asphalt,unknown,,2
Trail 831355942,831355942,Unknown,0.003,footway,asphalt,unknown,,2
Trail 831944724,831944724,Unknown,0.003,footway,concrete,unknown,,3
Trail 831944727,831944727,Unknown,0.003,footway,concrete,unknown,,2
Trail 831967602,831967602,Unknown,0.003,footway,concrete,unknown,,2
Trail 831976264,831976264,Unknown,0.003,footway,concrete,unknown,,3
Trail 831976271,831976271,Unknown,0.003,footway,concrete,unknown,,3
Trail 832256038,832256038,Unknown,0.003,footway,concrete,unknown,,2
Trail 835339482,835339482,Unknown,0.003,footway,unknown,unknown,,2
Yellow Gap Road,840282108,Transylvania,0.003,track,concrete,grade1,NFD 1206,2
Trail 844651519,844651519,Unknown,0.003,footway,unknown,unknown,,3
Trail 847342996,847342996,Unknown,0.003,path,ground,hiking,,3
Mountains-to-Sea Trail,860328534,Unknown,0.003,path,wood,mountain_hiking,,2
Trail 892777954,892777954,Unknown,0.003,footway,asphalt,unknown,,2
Trail 892777969,892777969,Unknown,0.003,footway,concrete,unknown,,3
Trail 892777970,892777970,Unknown,0.003,footway,concrete,unknown,,2
Trail 892783747,892783747,Unknown,0.003,footway,concrete,unknown,,3
Trail 892783749,892783749,Unknown,0.003,footway,asphalt,unknown,,2
Trail 892783757,892783757,Unknown,0.003,footway,asphalt,unknown,,2
Trail 892783771,892783771,Unknown,0.003,footway,concrete,unknown,,2
Trail 892783774,892783774,Unknown,0.003,footway,concrete,unknown,,2
Trail 893131452,893131452,Unknown,0.003,footway,concrete,unknown,,2
Trail 893138626,893138626,Unknown,0.003,footway,asphalt,unknown,,2
Trail 893139425,893139425,Unknown,0.003,footway,concrete,unknown,,2
Trail 893142135,893142135,Unknown,0.003,footway,concrete,unknown,,2
Trail 894704256,894704256,Unknown,0.003,footway,concrete,unknown,,3
Trail 894729320,894729320,Unknown,0.003,footway,concrete,unknown,,3
Trail 894729344,894729344,Unknown,0.003,footway,asphalt,unknown,,2
Trail 895043804,895043804,Unknown,0.003,footway,concrete,unknown,,2
Trail 896370583,896370583,Unknown,0.003,footway,asphalt,unknown,,2
Trail 897156780,897156780,Unknown,0.003,footway,concrete,unknown,,2
Trail 897187471,897187471,Unknown,0.003,footway,concrete,unknown,,3
Trail 897187497,897187497,Unknown,0.003,footway,concrete,unknown,,3
Trail 897229095,897229095,Unknown,0.003,footway,asphalt,unknown,,3
Trail 897229101,897229101,Unknown,0.003,footway,concrete,unknown,,3
Trail 897229103,897229103,Unknown,0.003,footway,concrete,unknown,,2
Trail 897229108,897229108,Unknown,0.003,footway,concrete,unknown,,3
Trail 897243210,897243210,Unknown,0.003,footway,concrete,unknown,,3
Trail 897243212,897243212,Unknown,0.003,footway,concrete,unknown,,3
Trail 897243225,897243225,Unknown,0.003,footway,concrete,unknown,,3
Trail 897252352,897252352,Unknown,0.003,footway,concrete,unknown,,3
Trail 897279467,897279467,Unknown,0.003,footway,concrete,unknown,,2
Trail 897279474,897279474,Unknown,0.003,footway,concrete,unknown,,2
Trail 897289659,897289659,Unknown,0.003,footway,concrete,unknown,,3
Trail 916568095,916568095,Unknown,0.003,path,concrete,unknown,,2
Trail 916857153,916857153,Unknown,0.003,path,unknown,unknown,,2
Trail 930097643,930097643,Unknown,0.003,path,unknown,unknown,,2
Trail 943685326,943685326,Unknown,0.003,path,unknown,unknown,,2
Trail 946880177,946880177,Unknown,0.003,path,ground,unknown,,2
Trail 958322579,958322579,Unknown,0.003,footway,unknown,unknown,,2
Trail 968220195,968220195,Unknown,0.003,footway,unknown,unknown,,2
Heights Boulevard,975612790,Buncombe,0.003,path,unknown,unknown,,3
Trail 979430651,979430651,Unknown,0.003,footway,concrete,unknown,,2
Trail 979432665,979432665,Unknown,0.003,footway,unknown,unknown,,2
Trail 980733175,980733175,Unknown,0.003,footway,concrete,unknown,,2
Trail 991999737,991999737,Unknown,0.003,footway,paved,unknown,,2
Oklawaha Greenway Boardwalk,992949352,Unknown,0.003,footway,wood,unknown,,2
Triple Falls Trail,1021328724,Unknown,0.003,path,wood,unknown,,2
Trail 1024716031,1024716031,Unknown,0.003,footway,concrete,unknown,,2
Trail 1026232938,1026232938,Unknown,0.003,footway,unknown,unknown,,2
Trail 1026257174,1026257174,Unknown,0.003,footway,concrete,unknown,,2
Trail 1026257190,1026257190,Unknown,0.003,footway,concrete,unknown,,2
Trail 1032668453,1032668453,Unknown,0.003,footway,concrete,unknown,,2
Trail 1032668454,1032668454,Unknown,0.003,footway,concrete,unknown,,2
Trail 1032934648,1032934648,Unknown,0.003,footway,unknown,unknown,,2
Trail 1041521832,1041521832,Unknown,0.003,footway,unknown,unknown,,2
Trail 1067203440,1067203440,Unknown,0.003,footway,unknown,unknown,,2
Trail 1067203441,1067203441,Unknown,0.003,footway,unknown,unknown,,2
Trail 1096849922,1096849922,Jackson,0.003,track,unknown,unknown,,2
Trail 1103558820,1103558820,Unknown,0.003,footway,concrete,unknown,,2
Trail 1103575349,1103575349,Unknown,0.003,footway,concrete,unknown,,2
Trail 1103575359,1103575359,Unknown,0.003,footway,concrete,unknown,,4
Trail 1103663002,1103663002,Unknown,0.003,footway,concrete,unknown,,2
Trail 1103663005,1103663005,Unknown,0.003,footway,concrete,unknown,,3
Trail 1103663006,1103663006,Unknown,0.003,footway,concrete,unknown,,2
Trail 1103663912,1103663912,Unknown,0.003,footway,concrete,unknown,,3
Trail 1103666348,1103666348,Unknown,0.003,footway,unknown,unknown,,2
Trail 1112531966,1112531966,Unknown,0.003,footway,unknown,unknown,,2
Trail 1117691724,1117691724,Unknown,0.003,footway,paving_stones,unknown,,2
Trail 1149931132,1149931132,Unknown,0.003,footway,concrete,unknown,,2
Trail 1150270180,1150270180,Unknown,0.003,footway,concrete,unknown,,2
Trail 1150270181,1150270181,Unknown,0.003,footway,asphalt,unknown,,3
Trail 1150441170,1150441170,Unknown,0.003,footway,concrete,unknown,,2
Trail 1151048662,1151048662,Unknown,0.003,footway,concrete,unknown,,2
Blanton Branch,1161199183,Unknown,0.003,track,wood,unknown,,2
Trail 1173091164,1173091164,Unknown,0.003,footway,unknown,unknown,,2
Trail 1181390001,1181390001,Unknown,0.003,footway,unknown,unknown,,2
Trail 1181390021,1181390021,Unknown,0.003,footway,unknown,unknown,,2
Trail 1181390026,1181390026,Unknown,0.003,footway,unknown,unknown,,2
Trail 1183714789,1183714789,Unknown,0.003,footway,concrete,unknown,,2
Footbridge,1185062692,Unknown,0.003,path,ground,unknown,,2
Trail 1192135755,1192135755,Unknown,0.003,footway,unknown,unknown,,2
Trail 1192135829,1192135829,Unknown,0.003,footway,unknown,unknown,,3
Trail 1192135869,1192135869,Unknown,0.003,footway,unknown,unknown,,2
Trail 1233416176,1233416176,Unknown,0.003,footway,unknown,unknown,,2
Trail 1234597609,1234597609,Unknown,0.003,footway,unknown,unknown,,2
Trail 1239932627,1239932627,Unknown,0.003,footway,concrete,unknown,,2
Trail 1239932639,1239932639,Unknown,0.003,footway,concrete,unknown,,2
Trail 1240071764,1240071764,Unknown,0.003,footway,concrete,unknown,,4
Trail 1240336839,1240336839,Unknown,0.003,footway,asphalt,unknown,,2
Trail 1240628315,1240628315,Unknown,0.003,footway,asphalt,unknown,,2
Trail 1249358964,1249358964,Unknown,0.003,footway,paving_stones,unknown,,2
Trail 1249358965,1249358965,Buncombe,0.003,footway,paving_stones,unknown,,2
Trail 1249358971,1249358971,Unknown,0.003,footway,paving_stones,unknown,,2
Trail 1249358977,1249358977,Unknown,0.003,footway,paving_stones,unknown,,2
Trail 1259505595,1259505595,Unknown,0.003,footway,asphalt,unknown,,3
Trail 1272066419,1272066419,Unknown,0.003,footway,unknown,unknown,,2
Trail 1272611363,1272611363,Unknown,0.003,footway,unpaved,unknown,,2
Trail 1279765921,1279765921,Unknown,0.003,footway,unknown,unknown,,2
Trail 1285759193,1285759193,Unknown,0.003,footway,unknown,unknown,,2
Trail 1285759197,1285759197,Unknown,0.003,footway,unknown,unknown,,2
Bent Creek Trail,1286141330,Buncombe,0.003,track,gravel,grade2,FS 480A,2
Trail 1286588638,1286588638,Unknown,0.003,footway,asphalt,unknown,,3
Trail 1286698319,1286698319,Unknown,0.003,footway,paving_stones,unknown,,2
Trail 1287420109,1287420109,Unknown,0.003,footway,concrete,unknown,,2
Trail 1287431827,1287431827,Unknown,0.003,footway,concrete,unknown,,2
Trail 1290143510,1290143510,Unknown,0.003,footway,unknown,unknown,,2
Trail 1290776382,1290776382,Unknown,0.003,footway,unknown,unknown,,2
Trail 1290776385,1290776385,Unknown,0.003,footway,unknown,unknown,,2
Trail 1290776389,1290776389,Unknown,0.003,footway,unknown,unknown,,2
Trail 1290776431,1290776431,Unknown,0.003,footway,unknown,unknown,,3
Trail 1296415188,1296415188,Unknown,0.003,footway,concrete,unknown,,2
Trail 1296418329,1296418329,Unknown,0.003,footway,concrete,unknown,,3
Trail 1296432726,1296432726,Unknown,0.003,footway,asphalt,unknown,,2
Trail 1296432727,1296432727,Unknown,0.003,footway,concrete,unknown,,2
Trail 1296440372,1296440372,Unknown,0.003,footway,concrete,unknown,,2
Trail 1296440373,1296440373,Unknown,0.003,footway,concrete,unknown,,2
Trail 1296440374,1296440374,Unknown,0.003,footway,concrete,unknown,,2
Trail 1296440375,1296440375,Unknown,0.003,footway,concrete,unknown,,2
Trail 1296440376,1296440376,Unknown,0.003,footway,concrete,unknown,,2
Trail 1296440419,1296440419,Unknown,0.003,footway,concrete,unknown,,2
Trail 1296440420,1296440420,Unknown,0.003,footway,concrete,unknown,,2
Trail 1297138964,1297138964,Unknown,0.003,footway,concrete,unknown,,2
Trail 1297147198,1297147198,Unknown,0.003,footway,concrete,unknown,,3
Trail 1298811251,1298811251,Unknown,0.003,footway,asphalt,unknown,,2
Trail 1298827432,1298827432,Unknown,0.003,footway,asphalt,unknown,,3
Trail 1298854935,1298854935,Unknown,0.003,footway,concrete,unknown,,2
Trail 1298854944,1298854944,Unknown,0.003,footway,concrete,unknown,,3
Trail 1298854957,1298854957,Unknown,0.003,footway,concrete,unknown,,3
Trail 1298854958,1298854958,Unknown,0.003,footway,asphalt,unknown,,3
Trail 1298854961,1298854961,Unknown,0.003,footway,concrete,unknown,,2
Trail 1298854965,1298854965,Unknown,0.003,footway,concrete,unknown,,2
Trail 1298854967,1298854967,Unknown,0.003,footway,concrete,unknown,,2
Trail 1298881947,1298881947,Unknown,0.003,footway,concrete,unknown,,3
Trail 1298881967,1298881967,Unknown,0.003,footway,concrete,unknown,,3
Trail 1298885631,1298885631,Unknown,0.003,footway,concrete,unknown,,2
Trail 1298885643,1298885643,Unknown,0.003,footway,concrete,unknown,,3
Trail 1299396074,1299396074,Unknown,0.003,footway,concrete,unknown,,3
Trail 1299396084,1299396084,Unknown,0.003,footway,asphalt,unknown,,3
Trail 1299399370,1299399370,Unknown,0.003,footway,unknown,unknown,,2
Trail 1299415200,1299415200,Unknown,0.003,footway,unknown,unknown,,2
Trail 1299418440,1299418440,Unknown,0.003,footway,concrete,unknown,,2
Trail 1299418442,1299418442,Unknown,0.003,footway,concrete,unknown,,2
Trail 1299428596,1299428596,Unknown,0.003,footway,concrete,unknown,,2
Trail 1299428597,1299428597,Unknown,0.003,footway,concrete,unknown,,2
Trail 1299428603,1299428603,Unknown,0.003,footway,concrete,unknown,,2
Trail 1299457178,1299457178,Unknown,0.003,footway,unknown,unknown,,2
Trail 1299457280,1299457280,Unknown,0.003,footway,unknown,unknown,,2
Trail 1299457286,1299457286,Unknown,0.003,footway,unknown,unknown,,2
Trail 1299457326,1299457326,Unknown,0.003,footway,unknown,unknown,,3
Trail 1300983768,1300983768,Unknown,0.003,footway,concrete,unknown,,2
Trail 1301800421,1301800421,Unknown,0.003,footway,concrete,unknown,,3
Trail 1301808689,1301808689,Unknown,0.003,footway,concrete,unknown,,2
Trail 1301808690,1301808690,Unknown,0.003,footway,concrete,unknown,,2
Trail 1301808691,1301808691,Unknown,0.003,footway,concrete,unknown,,2
Trail 1301808692,1301808692,Unknown,0.003,footway,concrete,unknown,,2
Trail 1302004727,1302004727,Unknown,0.003,footway,brick,unknown,,2
Trail 1302091906,1302091906,Unknown,0.003,footway,gravel,unknown,,4
Trail 1302091907,1302091907,Unknown,0.003,footway,gravel,unknown,,3
Trail 1302106014,1302106014,Unknown,0.003,footway,unknown,unknown,,2
Trail 1302539925,1302539925,Unknown,0.003,footway,unknown,unknown,,2
Trail 1303315064,1303315064,Unknown,0.003,path,unknown,unknown,,2
Trail 1303315081,1303315081,Unknown,0.003,footway,unknown,unknown,,2
Trail 1303331561,1303331561,Unknown,0.003,footway,unknown,unknown,,2
Trail 1303336039,1303336039,Unknown,0.003,footway,unknown,unknown,,2
Trail 1303338038,1303338038,Unknown,0.003,footway,unknown,unknown,,3
Trail 1303338041,1303338041,Unknown,0.003,footway,concrete,unknown,,2
Trail 1305481457,1305481457,Unknown,0.003,footway,asphalt,unknown,,2
Trail 1305481475,1305481475,Unknown,0.003,footway,concrete,unknown,,4
Trail 1305772292,1305772292,Unknown,0.003,footway,paving_stones,unknown,,3
Trail 1305791432,1305791432,Unknown,0.003,footway,unknown,unknown,,2
Trail 1305791441,1305791441,Unknown,0.003,footway,unknown,unknown,,2
Trail 1313769400,1313769400,Unknown,0.003,footway,concrete,unknown,,2
Trail 1319907015,1319907015,Unknown,0.003,footway,unknown,unknown,,2
Trail 1320429102,1320429102,Unknown,0.003,footway,unknown,unknown,,3
Trail 1328250751,1328250751,Unknown,0.003,footway,unknown,unknown,,2
Ecusta Trail,1330808759,Unknown,0.003,cycleway,gravel,unknown,,2
Strawberry Gap Trail,1356049058,Unknown,0.003,path,unknown,unknown,,3
Trail 1361185432,1361185432,Unknown,0.003,footway,dirt,unknown,,2
Trail 1363354831,1363354831,Unknown,0.003,footway,asphalt,unknown,,2
Trail 1367943533,1367943533,Unknown,0.003,path,unknown,unknown,,2
Trail 1368410395,1368410395,Unknown,0.003,footway,unknown,unknown,,3
Trail 1368410397,1368410397,Unknown,0.003,footway,unknown,unknown,,2
Trail 1370407189,1370407189,Unknown,0.003,footway,asphalt,unknown,,2
Trail 1370407190,1370407190,Unknown,0.003,footway,asphalt,unknown,,2
Trail 1373912611,1373912611,Unknown,0.003,footway,unknown,unknown,,4
Trail 1375081380,1375081380,Unknown,0.003,footway,unknown,unknown,,2
Looking Glass Rock Trail,1375105416,Unknown,0.003,footway,wood,unknown,114,2
Trail 1382584833,1382584833,Unknown,0.003,footway,unknown,unknown,,2
Moore Cove Trail,1382650054,Unknown,0.003,path,wood,unknown,318,2
Trail 1385473791,1385473791,Unknown,0.003,footway,dirt,unknown,,2
Trail 1385473793,1385473793,Unknown,0.003,footway,dirt,unknown,,2
Ecusta Trail,1392450951,Unknown,0.003,cycleway,paved,unknown,,2
Trail 1393602581,1393602581,Unknown,0.003,footway,unknown,unknown,,2
Trail 1408703863,1408703863,Unknown,0.003,footway,unpaved,unknown,,3
Trail 1409388580,1409388580,Unknown,0.003,footway,unknown,unknown,,2
Trail 1409391383,1409391383,Unknown,0.003,footway,concrete,unknown,,2
Trail 1409391385,1409391385,Unknown,0.003,footway,concrete,unknown,,2
Trail 1409391392,1409391392,Unknown,0.003,footway,unknown,unknown,,4
Trail 1409625539,1409625539,Unknown,0.003,footway,concrete,unknown,,2
Trail 1409932755,1409932755,Unknown,0.003,footway,wood,unknown,,3
Trail 1410121377,1410121377,Unknown,0.003,footway,asphalt,unknown,,2
